name;address;inn;ogrn;license_number
"Общество с ограниченной ответственностью  ""Магия"", сокращенное наименование ООО «Магия»";Малый пр. В.О., д. 30-32, кв. 106;7801601341;1,13785E+12;ло-78-01-003901
Общество с ограниченной ответственностью «Центр коррекции зрения», сокращенное наименование ООО «Центр коррекции зрения»;ул. Оптиков, д. 47, корп. 1, лит. А, пом. 7Н;7814572578;1,13785E+12;ло-78-01-003902
"Общество с ограниченной ответственностью  ""ЛИРА"", сокращенное наименование ООО «ЛИРА»";Малодетскосельский проспект, дом 16, лит. А, пом. 12-Н;7838445466;1,10785E+12;ло-78-01-003903
"Общество с ограниченной ответственностью  ""Дентис"", сокращенное наименование ООО «Дентис»";переулок Апраксин., дом 3, литер А, помещение 1Н;7810837223;1,11785E+12;ло-78-01-003904
"Общество с ограниченной ответственностью ""Гарвей"", сокращенное наименование: ООО ""Гарвей""";ул. Маршала Захарова, д. 17, корп. 1, лит. А, пом. 9Н;7801590971;1,12785E+12;ло-78-01-003905
"Открытое акционерное общество ""Станция профилактической дезинфекции"", сокращенное наименование ОАО «Станция профилактической дезинфекции»";ул. Черняховского, д. 47;7825493825;1,03784E+12;ло-78-01-003906
Общество с ограниченной ответственностью «Лаборатория ДД», сокращенное наименование: ООО «ЛДД»;Спасский пер., дом 14/35, лит. А, пом. 74Н;7838432820;1,09785E+12;ло-78-01-003907
"Общество
с ограниченной ответственностью «Клиника пластической хирургии», сокращенное наименование: ООО «Клиника пластической хирургии»";ул. 10-я Советская, д.16, лит. А, пом. 5Н;7801149534;1,0278E+12;ло-78-01-003908
Общество с ограниченной ответственностью «МедЛайн Студия», сокращенное наименование: ООО «МедЛайн Студия»;ул. 12-ая Красноармейская, дом 2, литер А, пом. 2Н;7839331655;1,06785E+12;ло-78-01-003909
Обществу с ограниченной ответственностью «Мед Плюс», сокращенное наименование: ООО «Мед Плюс»;ул. Салова, д.63, литер А;7816495801;1,10785E+12;ло-78-01-003910
Санкт-Петербургское  государственное бюджетное  учреждение  здравоохранения «Кожно-венерологический диспансер №7», сокращенное наименование СПб ГБУЗ КВД №7;ул. Стойкости, д.23;7805141046;1,0278E+12;ло-78-01-003911
Санкт-Петербургское государственное  бюджетное  учреждение  здравоохранения «Городская поликлиника № 104», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 104»;ул. Сикейроса, дом 10, лит. А;7802051919;1,0278E+12;ло-78-01-003912
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Кожно-венерологический диспансер № 5», сокращенное наименование СПб ГБУЗ «КВД №5»;ул. Лахтинская, дом 32 ;7813103598;1,03783E+12;ло-78-01-003913
Общество с ограниченной ответственностью «Д-мед», сокращенное наименование: ООО «Д-мед»;Санкт-Петербургское ш., д. 46, лит. А;7810292548;1,03782E+12;ло-78-01-003914
"Санкт-Петербургское  государственное бюджетное учреждение здравоохранения ""Городская поликлиника № 39"", сокращенное наименование: СПб ГБУЗ ""Городская поликлиника № 39""";ул. Фурштатская, д. 36, лит. Б;7825024478;1,03784E+12;ло-78-01-003915
Общество с ограниченной ответственностью «Гармония красоты», сокращенное наименование: ООО «Гармония красоты»;Комендантский пр., д. 31, к. 5, кв. 24;7804340063;5,06785E+12;ло-78-01-003916
Общество с ограниченной ответственностью «Медсанчасть № 67» сокращенное наименование: ООО «Медсанчасть № 67»;Санкт-Петербургский проспект, д. 60;7819022673;1,03784E+12;ло-78-01-003917
"Санкт-Петербургское  государственное бюджетное  учреждение здравоохранения «Детский санаторий «Аврора», сокращенное наименование: СПб ГБУЗ «Детский санаторий ""Аврора»";Цитадельское шоссе, дом 30;7818012175;1,02781E+12;ло-78-01-003918
Общество с ограниченной ответственностью «Медицинский центр «Аполлон», сокращенное наименование: ООО «Медицинский центр «Аполлон»;ул. 9-я Советская, д. 4-6, литер  А, пом. 1-Н;4716026649;1,06472E+12;ло-78-01-003919
"Санкт-Петербургское  государственное бюджетное  учреждение здравоохранения ""Городской клинический онкологический диспансер"", сокращенное наименование: СПб ГБУЗ ГКОД";2-я Березовая аллея, дом 3/5;7813085250;1,02781E+12;ло-78-01-003920
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городская Мариинская больница"", сокращенное наименование: СПб ГБУЗ ""Городская Мариинская больница""";Литейный пр., д. 56;7808046224;1,03784E+12;ло-78-01-003921
"Санкт-Петербургское  государственное  бюджетное учреждение  здравоохранения ""Детская городская поликлиника № 51"", сокращенное наименование: СПб ГБУЗ ""ДГП № 51""";улица Металлургов, дом 11, лит. А;7817029137;1,02781E+12;ло-78-01-003922
Общество с ограниченной ответственностью «ФармаЭстетик», сокращенное наименование: ООО «ФармаЭстетик»;ул. Марата, д.69-71, литер А;7840476550;1,12785E+12;ло-78-01-003923
Общество с ограниченной ответственностью «ЛЕНСТОМ», сокращенное наименование ООО «ЛЕНСТОМ;пр. Большевиков, д. 47, корп. 1, лит. А, пом. 24 Н;7811541557;1,13785E+12;ло-78-01-003924
Общество с ограниченной ответственностью «Центр профилактики» сокращенное фирменное наименование ООО «Центр профилактики»;Тележная улица, дом 26-28, литера А;7810195520;1,03782E+12;ло-78-01-003925
Общество с ограниченной ответственностью «Уни Дент», сокращенное наименование: ООО «Уни Дент»;Аллея Поликарпова, д. 6 корп. 2;7814104146;1,02781E+12;ло-78-01-003926
Общество с ограниченной ответственностью «Миламед», сокращенное наименование: ООО «Миламед»;ул. Ивановская, д. 20;7811446670;1,09785E+12;ло-78-01-003927
Санкт-Петербургское  государственное  бюджетное  учреждение  здравоохранения «Детская городская поликлиника № 35», сокращенное наименование: СПб БГУЗ «Детская городская поликлиника № 35»;Ленинский пр., д.168, кор.2;7810228422;1,02781E+12;ло-78-01-003928
"Общество с ограниченной ответственностью ""БалтЗдрав"", сокращенное наименование: ООО ""БалтЗдрав""";улица Маршала Говорова, дом 37, корпус 2;7805504187;1,09785E+12;ло-78-01-003929
Общество с ограниченной ответственностью «ВЕРАКС-МЕД», сокращенное наименование: ООО «ВЕРАКС-МЕД»;улица Ушинского, дом 2, корпус 1, помещение 20Н;7804465023;1,11785E+12;ло-78-01-003930
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Детская городская поликлиника № 71"", сокращенное наименование: СПб ГБУЗ ""ДГП № 71""";проспект Энгельса, дом 117, литер А;7802112720;1,0378E+12;ло-78-01-003931
Общество с ограниченной ответственностью «ТЭСС», сокращенное наименование: ООО «ТЭСС»;ул. Ивановская, д. 7, лит. А, пом. 27-Н;7811127233;1,02781E+12;ло-78-01-003932
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Детская городская поликлиника № 62», сокращенное наименование СПб ГБУЗ «Детская городская поликлиника № 62»;Искровский проспект, дом 8;7811130035;1,02781E+12;ло-78-01-003933
"Санкт-Петербургское государственное  бюджетное учреждение  здравоохранения «Стоматологическая поликлиника № 4», сокращенное наименование СПб ГБУЗ «Стоматологическая поликлиника 
№ 4»";Беловодский переулок, д.1, литера Л,;7802171726;1,0278E+12;ло-78-01-003934
"Общество
 с ограниченной ответственностью «Центр Медицинских Осмотров и Комиссий», сокращенное наименование ООО «ЦМОК»";наб. Обводного Канала, д. 86, литер А, пом. 17-Н;7810877240;1,12785E+12;ло-78-01-003935
Общество с ограниченной ответственностью «Зуб мудрости», сокращенное наименование ООО «Зуб мудрости»;ул. Средняя Подъяческая, дом 4, лит. А, пом. 4-Н;7838456563;1,11785E+12;ло-78-01-003936
Индивидуальный  предприниматель ХАИМОВУ-БЛАВО РУШЕЛЮ ЭФРАИМОВИЧУ;ул. Таврическая, д. 7, кв. 38;7,80501E+11;3,04784E+14;ло-78-01-003938
Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Детская городская поликлиника № 73», сокращенное наименование: СПб ГБУЗ «ДГП № 73»;ул. Караваевская, д. 30;7811131487;1,02781E+12;ло-78-01-003939
Общество с ограниченной ответственностью «Б. Браун Авитум Руссланд Клиникс» сокращенное фирменное наименование ООО «Б. Браун Авитум Руссланд Клиникс»;7-я линия В.О., д. 34, пом. 24-Н, лит. А;7801510334;1,09985E+12;ло-78-01-003940
Общество с ограниченной ответственностью «ЮЛИСтом», сокращенное наименование: ООО «ЮЛИСтом»;пр. Витебский, дом 29, литер Б, помещение 8-Н;7810465208;1,13785E+12;ло-78-01-003941
Общество с ограниченной ответственностью «ДС», сокращенное наименование: ООО «ДС»;пр. Московский, д. 125, лит. А, пом. 8Н;7810460577;1,13785E+12;ло-78-01-003942
Общество с ограниченной ответственностью «Ортодонтическая клиника», сокращенное наименование: ООО «ОК»;Лесной проспект, дом 18, лит. А, пом. 5-Н;7802826267;1,13785E+12;ло-78-01-003943
Общество с ограниченной ответственностью «Ле Бурже», сокращенное наименование: ООО «Ле Бурже»;Московский пр., д.111, литер А, пом. 2Н, 3Н, 16Н, офис 300;7804494433;1,12785E+12;ло-78-01-003944
Открытое акционерное общество «КАРАВАЙ», сокращенное наименование: ОАО «КАРАВАЙ»;ул. Херсонская, д. 22;7830000360;1,03784E+12;ло-78-01-003945
Общество с ограниченной ответственностью «ДАЛИ», сокращенное наименование: ООО «ДАЛИ»;улица Хасанская, д.15;7806303170;1,04786E+12;ло-78-01-003946
Закрытое акционерное общество «Петербург Продактс Интернешнл зао», сокращенное наименование: «ППИ ЗАО»;Пулковское шоссе, дом №  54;7816046034;1,02781E+12;ло-78-01-003947
"Общество с ограниченной ответственностью ""Сенсормед"", сокращенное наименование: ООО ""Сенсормед""";ул. Таллинская, д. 7, лит. К, пом. 200;7806501510;1,13785E+12;ло-78-01-003948
Общество с ограниченной ответственностью «МедПроф»,  сокращенное наименование:  ООО «МедПроф»;Невельская ул., дом 13, пом. 4Н;7805545867;1,11785E+12;ло-78-01-003949
Общество с ограниченной ответственностью «Бьютиника», сокращенное наименование ООО «Бьютиника»;пр. Московский, д.151, лит. А, пом. 3-Н;7813103598;1,03783E+12;ло-78-01-003950
Государственное  бюджетное  учреждение  «Санкт-Петербургский научно- исследовательский институт скорой помощи имени И.И. Джанелидзе», сокращенное наименование ГБУ СПб НИИ СП им. И.И. Джанелидзе;Будапештская улица, дом 3, лит. А;7816058093;1,03784E+12;ло-78-01-003951
"Общество с ограниченной ответственностью ""Морской Медицинский Центр"", сокращенное наименование: ООО ""Морской Медицинский Центр""";Межевой канал, д. 5, лит. АХ;7805599679;1,12785E+12;ло-78-01-003952
"Закрытое акционерное 
общество«МРТ-центр», сокращенное наименование: ЗАО «МРТ-центр»";ул. Ленина, дом 5, лит. А, пом. 2-Н;7810864932;1,12785E+12;ло-78-01-003953
Общество  с ограниченной ответственностью «ДентКлассик», сокращенное наименование: ООО «ДентКлассик»;ул. Авангардная, д. 31, литер А, пом. 8-Н;7807320989;1,07985E+12;ло-78-01-003954
"Общество с ограниченной ответственностью «Каре», сокращенное наименование: ООО ""Каре""";улица Бухарестская, дом 6;7816140407;1,03784E+12;ло-78-01-003955
Общество с ограниченной ответственностью «МЦ Полюс», сокращенное наименование: ООО «МЦ Полюс»;пр. Московский, д. 22, литер А, помещение 11Н;7826161477;1,03785E+12;ло-78-01-003956
"Общество с ограниченной ответственностью «СОЮЗ 4», сокращенное наименование: ООО ""СОЮЗ 4""";ул. Большая Пушкарская, д. 47, литер А;7813444051;1,09785E+12;ло-78-01-003957
Открытое акционерное  общество «Автопарк № 6 «Спецтранс», сокращенное наименование ОАО «Автопарк № 6 «Спецтранс»;пр. Энергетиков, дом 59;7830000440;1,03782E+12;ло-78-01-003958
Санкт-Петербургское государственное  бюджетное  учреждение  здравоохранения «Детская городская поликлиника № 29», сокращенное наименование СПб ГБУЗ «Детская городская поликлиника № 29»;Демьяна Бедного,  дом 18, корп.3, лит.А;7804009951;1,03781E+12;ло-78-01-003959
Общество с ограниченной ответственностью «ЦПЦ»,  сокращенное фирменное наименование ООО «ЦПЦ»;Жуковско-Волынская ул., д. 8, литер А;7820309021;1,06985E+12;ло-78-01-003960
Общество с ограниченной ответственностью «Гелиос Отель» сокращенное фирменное наименование ООО «Гелиос Отель»;Приморское шоссе, дом 593;7801141895;1,0278E+12;ло-78-01-003961
Санкт-Петербургское  государственное бюджетноеу учреждение здравоохранения «Городская поликлиника №76», сокращенное наименование СПб ГБУЗ «Городская поликлиника № 76»;ул. Хлопина, д. 11, к. 1;7804006894;1,0278E+12;ло-78-01-003962
Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Городская больница № 40 Курортного района», сокращенное наименование СПб ГБУЗ «Городская больница № 40 Курортного района»;ул. Борисова, д. 9, лит. Б;7821006774;1,02781E+12;ло-78-01-003963
Общество с ограниченной ответственностью «ДивиДент», сокращенное наименование: ООО «ДивиДент»;пр. Стачек, д.92, корп.3, пом. 20Н;7805598330;1,12785E+12;ло-78-01-003964
"Общество с ограниченной ответственностью ""Леонардо"", сокращенное наименование: ООО ""Леонардо""";улица Лахтинская, дом 3, лит. А, пом. 26Н;7813489750;1,10985E+12;ло-78-01-003965
Санкт-Петербургское государственное бюджетное учреждение «Центр социальной реабилитации инвалидов и детей-инвалидов Калининского района Санкт-Петербурга», сокращенное наименование: СПб ГБУ «ЦСРИиДИ Калининского района», ;ул. Карпинского, дом 38, корп. 4, лит. А;7804400467;1,08985E+12;ло-78-01-003966
Общество с ограниченной ответственностью «Многопрофильная медицинская клиника «АВИВА», сокращенное наименование ООО «ММК «АВИВА»;пр. Северный, д. 63, к. 1, лит. А, пом. 5Н;7804496790;1,12785E+12;ло-78-01-003967
Общество с ограниченной ответственностью  «Центр красоты «Диадема», сокращенное наименование ООО «Центр красоты «Диадема»;ул. Пулковская, д. 8, корп. 1, пом. 38Н;7810414676;1,13785E+12;ло-78-01-003968
Общество с ограниченной ответственностью «Медицинский центр «ГИППОКРАТ»,  сокращенное наименование:  ООО «МЦ «ГИППОКРАТ»;14-я Линия В.О., д.7, литер А;7801544968;1,11785E+12;ло-78-01-003969
Общество с ограниченной ответственностью «Городская медицинская компания»,  сокращенное наименование:  ООО «Городская медицинская компания»;ул. Блохина, д. 23, лит. А, пом.3-Н;7813434695;1,08785E+12;ло-78-01-003970
Общество  с ограниченной ответственностью «Таурас-МЕД»,  сокращенное наименование:  ООО «Таурас-МЕД»;"Торфяная дорога, 
дом 9";7814136300;1,03783E+12;ло-78-01-003971
Санкт-Петербургское  государственное бюджетное  учреждение здравоохранения «Стоматологическая поликлиника № 31 Невского района», сокращенное наименование: СПб ГБУЗ «Стоматологическая поликлиника № 31»;проспект Солидарности, д.12, кор.1;7811000290;1,02781E+12;ло-78-01-003972
Общество  с ограниченной ответственностью «МедЭксперт», сокращенное наименование: ООО «МедЭксперт»;проспект Просвещения, дом 87, корпус 2, помещение 1Н;7804427162;1,09985E+12;ло-78-01-003973
Общество с ограниченной ответственностью «АЙСБЕРГ», сокращенное наименование: ООО «АЙСБЕРГ»;Октябрьская наб., д. 64, корп. 3, лит. А, пом. 5Н;7811511143;1,12785E+12;ло-78-01-003974
Общество с ограниченной ответственностью «БиоТехМед», сокращенное наименование: ООО «БиоТехМед», ;ул. Ткачей, д. 50, лит.Б, пом. 1Н;7811445740;1,09785E+12;ло-78-01-003975
Общество с ограниченной ответственностью «Виктория Дент», сокращенное наименование: ООО «Виктория Дент»;ул. Учительская, дом 23, лит. А;7804165125;1,03781E+12;ло-78-01-003976
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Городская поликлиника № 72"", сокращенное наименование: СПб ГБУЗ ""Городская поликлиника № 72""";ул. Пионерская, дом 1, лит. А;7817025887;1,02781E+12;ло-78-01-003977
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городской противотуберкулезный диспансер», сокращенное наименование: СПб ГБУЗ ГПТД;ул. Звездная, д. 12;7810214300;1,03782E+12;ло-78-01-003978
Санкт-Петербургское  государственное бюджетное  учреждение здравоохранения «Кожно-венерологический диспансер №4», сокращенное наименование: СПб ГБУЗ КВД № 4;пр. Сизова, д. 3, литера А;7814012495;1,02781E+12;ло-78-01-003979
Санкт-Петербургское государственное  автономное  учреждение  здравоохранения «Городская поликлиника № 40», сокращенное наименование СПб ГАУЗ «Городская поликлиника № 40»;Невский пр., д.86;7825331790;1,02781E+12;ло-78-01-003980
Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Городская поликлиника № 34», сокращенное наименование СПб ГБУЗ «Городская поликлиника №34»;ул. Зверинская, д.15;7813045635;1,03783E+12;ло-78-01-003981
"Общество
 с ограниченной ответственностью «Международный центр медицинской профилактики», сокращенное наименование ООО «МЦМП»";ул. Шателена, д.14, литер А, пом. 7-Н;7802722300;1,10785E+12;ло-78-01-003982
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Городская поликлиника №109», сокращенное наименование СПб ГБУЗ «Городская поликлиника №109»;улица Олеко Дундича, дом 8, корпус 2, лит. А;7816040730;1,02781E+12;ло-78-01-003983
Медицинский  производственный кооператив «Прогоноз», сокращенное наименование: МПК «Прогноз»;проспект Энгельса, дом 117;7802055504;1,0278E+12;ло-78-01-003984
Обществу с ограниченной ответственностью «АВА-ПЕТЕР», сокращенное наименование ООО «АВА-ПЕТЕР»;Невский проспект, дом 22-24, литер А, помещение 50-Н ;7825052242;1,02781E+12;ло-78-01-003985
Государственному казенному учреждению здравоохранения «Ленинградский областной противотуберкулезный диспансер», сокращенное наименование ГКУЗ «ЛОПТД» ;переулок Ногина,  дом 5, литер В;7825466740;1,03784E+12;ло-78-01-003986
Общество с ограниченной ответственностью «ИНВИТРО СПб», сокращенное наименование ООО «ИНВИТРО СПб»;ул. Благодатная, д. 18, лит. А;7810047507;1,05781E+12;ло-78-01-003987
Общество с ограниченной ответственностью «ЛЯ ФАМ», сокращенное наименование ООО «ЛЯ ФАМ»;ул. Рузовская, д. 8, лит. Б, оф.434;7838478253;1,12785E+12;ло-78-01-003988
Общество с ограниченной ответственностью «Центр здоровья «Остеопат и Я», сокращенное наименование: ООО «Центр здоровья «Остеопат и Я»;улица Подольская, дом 28, лит. А, пом. 8-Н;7838423670;1,09785E+12;ло-78-01-003989
Общество с ограниченной ответственностью «Металюкс», сокращенное наименование: ООО «Металюкс»;Невский проспект, д.20;7841485652;1,13785E+12;ло-78-01-003990
Общество с ограниченной ответственностью «Веда», сокращенное наименование: ООО «Веда»;Первомайская улица, дом 26, лит. А, пом. 13Н;7820331394;1,13785E+12;ло-78-01-003991
"Общество с ограниченной ответственностью ""Ринчен"", сокращенное наименование ООО «Ринчен»";улица Жуковского, дом 29, литер А, помещение 6-Н;7838483528;1,12785E+12;ло-78-01-003992
Общество с ограниченной ответственностью «Диатер», сокращенное наименование: ООО «Диатер»;Малоохтинский пр., дом 64, лит А;7806497990;1,13785E+12;ло-78-01-003993
"Общество  с ограниченной ответственностью ""Мясной терминал"", сокращенное наименование: ООО ""Мясной терминал""";ул. Гороховая, д. 45, лит. А;7838457983;1,17847E+11;ло-78-01-003994
"Общество с ограниченной ответственностью ""МедПомощь"", сокращенное наименование: ООО «МП»";ул. Летчика Пилютова, дом 6, корпус 2, лит.Д;7807380963;1,13785E+12;ло-78-01-003995
"Общество с ограниченной ответственностью ""Балт-Авто"", сокращенное наименование: ООО ""Балт-Авто""";Балтийская ул., д. 21, корп. 2, кв. 7;7805560079;1,11785E+12;ло-78-01-003996
"Общество с ограниченной ответственностью ""МЦ""Двадцать первый век"", сокращенное наименование: ООО ""МЦ""XXI век""";Моравский пер., д. 3, корп. 2, лит. А, пом. 2Н;7816238530;1,04783E+12;ло-78-01-003997
Общество с ограниченной ответственностью «Солекс», сокращенное наименование: ООО «Солекс»;бул. Загребский, д.9, пом. 82Н.;7807355043;1,10785E+12;ло-78-01-003998
Общество с ограниченной ответственностью  «Медицинский центр «АЛЬТЕРНАТИВА»,  сокращенное наименование:  ООО «МЦ «АЛЬТЕРНАТИВА»;ул. Гжатская, д.4;7804153761;1,03781E+12;ло-78-01-003999
Общество  с ограниченной ответственностью «МЕДИК»,  сокращенное наименование:  ООО «МЕДИК»;Энгельса пр-кт, д. 154;7802013737;1,0278E+12;ло-78-01-004000
Общество с ограниченной ответственностью «ОхтаДентал»,  сокращенное наименование:  ООО «ОхтаДентал»;Большеохтинский пр., д. 10, пом. 1Н;77806378136;1,08985E+12;ло-78-01-004001
Общество с ограниченной ответственностью «Царскосельская стоматология», сокращенное наименование ООО «Царскосельская стоматология»;ул. Магазейная дом 47, литер А;7820330746;1,12785E+12;ло-78-01-004002
Общество с ограниченной ответственностью «МОСТ Плюс», сокращенное наименование ООО «МОСТ Плюс»;ул. Советская 8-я, д. 37-39, литер А, пом. 6-Н;7842362491;1,07785E+12;ло-78-01-004003
Индивидуальный предприниматель Яковлева Светлана Рифкатовна;пр. Авиаконструкторов, д. 18, корп.1, кв. 188;7,81404E+11;3,10785E+14;ло-78-01-004004
Общество с ограниченной ответственностью «Анле-Дент», сокращенное наименование: ООО «Анле-Дент»;ул. Гаврская, д.4, пом. 1Н, лит. А;7802129474;1,0278E+12;ло-78-01-004005
Общество с ограниченной ответственностью «Сфера», сокращенное наименование: ООО «Сфера»;ул. Народная, д.33, литер О;7811506760;1,11785E+12;ло-78-01-004006
Общество с ограниченной ответственностью «МАРКА», сокращенное наименование: ООО «МАРКА»;пр. Юрия Гагарина, д.37, пом.18-Н, лит. А;7810508620;1,08985E+12;ло-78-01-004007
Общество с ограниченной ответственностью «Клиника ЛМС», сокращенное наименование ООО «Клиника ЛМС»;Комсомольский проспект, д.28;7704544391;1,05775E+12;ло-78-01-004008
Обществу с ограниченной ответственностью «Медицинский центр Эко-безопасность» сокращенное фирменное наименование ООО «МЦ Эко-безопасность»;ул. Достоевского, д. 40-44, лит. А, помещение 6-Н;7816442599;1,08985E+12;ло-78-01-004009
"Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Городская поликлиника 
№ 114», сокращенное наименование: СПб ГБУЗ «Городская поликлиника № 114»";ул. Школьная, д. 116, корп. 1, литера А;7814134430;1,03783E+12;ло-78-01-004010
Санкт-Петербургское государственное бюджетное  учреждение здравоохранения «Межрайонный врачебно-физкультурный диспансер № 1», сокращенное наименование: СПб ГБУЗ «МВФД № 1»;Каменноостровский пр., д. 48;7813103580;1,03783E+12;ло-78-01-004011
Общество с ограниченной ответственностью «Эстетика», сокращенное наименование: ООО «Эстетика»;Софийская ул.., д. 8, к.1, лит Б;7816563297;1,13785E+12;ло-78-01-004012
Общество с ограниченной ответственностью «Жемчужина Невы», сокращенное наименование: ООО «Жемчужина Невы»;Бронницкая улица, д. 36, лит. А, пом. 2Н;7838481577;1,12785E+12;ло-78-01-004013
Общество с ограниченной ответственностью «Дентал Групп», сокращенное наименование: ООО «ДГ»;Энгельса пр-кт, дом 126, корп.1, литер А, пом. 22Н;7802827239;1,13785E+12;ло-78-01-004014
Общество с ограниченной ответственностью «МедМ», сокращенное наименование: ООО «МедМ»;Комендантский проспект, д.39, корп.1, лит. А;7814513798;1,11785E+12;ло-78-01-004015
Общество с ограниченной ответственностью «Баден-Баден», сокращенное наименование: ООО «Баден-Баден»;Средний пр. В.О., дом 88, лит. А;7801602659;1,13785E+12;ло-78-01-004016
Общество с ограниченной ответственностью «Осиновая роща», сокращенное наименование: ООО «Осиновая роща»;Горское шоссе, дом 6, литера Б;7802300837;1,04786E+12;ло-78-01-004017
Общество с ограниченной ответственностью «Возрождение», сокращенное наименование ООО «Возрождение»;улица Возрождения, дом 42;7805472859;1,08985E+12;ло-78-01-004018
Общество с ограниченной ответственностью «Клиника», сокращенное наименование: ООО «Клиника»;ул. Полтавская, д.7, литер Ж, пом. 5Н;7842499520;1,13778E+13;ло-78-01-004019
"Общество с ограниченной ответственностью ""Алмаз"", сокращенное наименование ООО «Алмаз»";Санкт-Петербургский проспект, д. 60, лит. А8;7819317772;1,13785E+12;ло-78-01-004020
"Общество с ограниченной ответственностью ""БИОНИС"", сокращенное наименование: ООО ""БИОНИС""";улица Крыленко, д. 43, корпус 2, литер А, помещение 11Н;7811543610;1,13785E+12;ло-78-01-004021
Общество с ограниченной ответственностью  «ЛабСтори»,  сокращенное наименование:  ООО «ЛабСтори»;Средний пр. В.О., д. 42 лит. А, пом. 3-Н;7801492325;1,09785E+12;ло-78-01-004022
Закрытому акционерному обществу «ВЫБОР»  сокращенное наименование:  ЗАО «ВЫБОР»;ул. Уточкина, д. 6, к. 1, кв. 201;7814008393;1,02781E+12;ло-78-01-004023
Общество с ограниченной ответственностью «Стоматологическая клиника «АСТРА»,  сокращенное наименование:  ООО «СК«АСТРА»;Ропшинская улица, дом 12, литера А, помещение 2Н;7813108187;1,03783E+12;ло-78-01-004024
Общество с ограниченной ответственностью «Ройал Мед»,  сокращенное наименование:  ООО «Ройал Мед»;улица Школьная, д.2, лит.А, пом.5Н;7814401050;1,08985E+12;ло-78-01-004025
Общество с ограниченной ответственностью «Мисс стоматология»,  сокращенное наименование:  ООО «Мисс стоматология»;Красноармейская 5-я ул., д. 3, литер А, пом. 10Н;7839462062;1,12785E+12;ло-78-01-004026
Санкт-Петербургское государственное бюджетное учреждение здравоохранения «Детская городская поликлиника № 45 Невского района», сокращенное наименование: СПб ГБУЗ «Детская городская поликлиника № 45 Невского района»;Товарищеский проспект, д.10, корп. 3 литера А;7811000325;1,03783E+12;ло-78-01-004027
Общество с ограниченной ответственностью «МЕДИАНА», сокращенное наименование ООО «МЕДИАНА»;13 линия В.О,. д.64/39, пом. 1Н, лит. А-Б;7801108464;1,0278E+12;ло-78-01-004028
Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Городская поликлиника № 19», сокращенное наименование СПб ГБУЗ «Городская поликлиника № 19»;ул. Пражская, д. 11;7816049500;1,02781E+12;ло-78-01-004029
"Санкт-Петербургское  государственное бюджетное учреждение здравоохранения ""Детская стоматологическая поликлиника № 4"", сокращенное наименование: СПб ГБУЗ ДСП 
№ 4
";ул. Маршала Говорова, дом 15;7805241756;1,0278E+12;ло-78-01-004030
"Общество с ограниченной ответственностью ""Мой город"", сокращенное наименование: ООО «Мой город»";Стачек пр-кт, д.46, лит.А, пом.13-Н;7805534400;1,10785E+12;ло-78-01-004031
"Санкт-Петербургское государственное бюджетное учреждение здравоохранения ""Детская городская поликлиника № 67"", сокращенное наименование: СПб ГБУЗ ""Детская городская поликлиника № 67""";ул. Аврова, д. 19, литера А;7819001338;1,02781E+12;ло-78-01-004032
"Санкт-Петербургское  государственное бюджетное учреждение здравоохранения «Городская больница № 38 
им. Н.А. Семашко», сокращенное наименование СПб ГБУЗ «Городская больница № 38 им. Н.А. Семашко», ";ул. Госпитальная, д. 7/2, лит. А;7820013583;1,02781E+12;ло-78-01-004033
Общество с ограниченной ответственностью «Статус», сокращенное наименование ООО «Статус»;проспект Королева, д.63, корп. 1, лит. А, пом. 27Н;7814570316;1,13785E+12;ло-78-01-004034
Общество с ограниченной ответственностью «Панорама Мед», сокращенное наименование ООО «Панорама Мед»;ул. Достоевского, д. 40-44, литер Д;7840491029;1,13785E+12;ло-78-01-004035
Общество с ограниченной ответственностью «АнДент Групп», сокращенное наименование: ООО «АнДент Групп»;проспект Ленинский, дом 161, лит. А, помещение 32-Н;7810417211;1,13785E+12;ло-78-01-004036
Общество с ограниченной ответственностью «Мед.М», сокращенное наименование: ООО «Мед М»;Революции ш., д.114, литер А;7806503757;1,13785E+12;ло-78-01-004037
"Общество с ограниченной ответственностью ""София"", сокращенное наименование: ООО ""София""";Победы ул., д. 9, лит. А, пом. 7Н.;7810410590;1,13785E+12;ло-78-01-004038
"Общество с ограниченной ответственностью ""Медицина"", сокращенное наименование: ООО ""МЦ""";ул.Мира, д.16, лит.А;7813564006;1,13785E+12;ло-78-01-004039
"Общество  с ограниченной ответственностью ""МедСервис"", сокращенное наименование: ООО ""МС""";проспект Королева, д.48, корп.5, литер А;7814575025;1,13785E+12;ло-78-01-004040
